username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,data,,,,,
";2018-01-23 11:22;0;0;""# Philippines Raises Alert Level as # Mayon # Volcano # Eruption Intensifies via @ aecnewstoday https://aecnewstoday.com/2018/philippines-morning-news-for-january-23/#axzz54rqESEX2 …"";;@;# # # # #axzz54rqESEX2;""955641884260548613"";https://twitter.com/MenSreypov/status/955641884260548613",,,,,,
";2018-01-23 11:15;0;1;""Check out the lava and big ash plumes spewing out of Mount Mayon in the Philippines. Officials warn a violent eruption could be imminent. VIEW: http://ow.ly/uNay30hWjV0 # WCCB # news # volcano # Mayon # Philippines"";;;# # # # #;""955640000460328960"";https://twitter.com/WCCBCharlotte/status/955640000460328960",,,,,,
";2018-01-23 10:21;0;0;""# Philippines # Mayon # Volcano Explodes"," Violent Eruption Imminent https://www.livescience.com/61487-mayon-volcano-imminent-eruption.html?utm_content=buffer62823&utm_medium=social&utm_source=facebook#sthash.L906bhjI.uxfs … via @ LiveScience"";;@;# # # #sthash;""955626603370962950"";https://twitter.com/DoomsdaysCW/status/955626603370962950",,,,,
";2018-01-23 09:47;47;65;""Eruption ash plume with # pyroclastic flows hugging the flank of # Mayon volcano at 9:02 AM of 23 January 2018 - Rico Manallo's photos via Joey Sarte Salceda pic.twitter.com/uUukZIYlMV"";;;# #;""955617964052508672"";https://twitter.com/jaimessincioco/status/955617964052508672",,,,,,
";2018-01-23 09:46;0;0;""# Mayon # Volcano in # Albay # explodes"," and gushes lava. # philippines # eruption https://fb.me/9vqY3KVG3"";;;# # # # # #;""955617617095548928"";https://twitter.com/SeverinoPlanas/status/955617617095548928",,,,,
";2018-01-23 09:42;1;3;""Vulcanian eruption Mayon Volcano at 9:20AM 01/23/2018 photo credits: Joshua Eric Velasco Dandal # mayon # eruption # volcano # geology # science # nature # fury # philippinespic.twitter.com/RYAaYdVztH"";;;# # # # # # # #;""955616727462658048"";https://twitter.com/raymondmaximo77/status/955616727462658048",,,,,,
";2018-01-23 09:12;13;8;""Officials in the # Philippines have raised the alert level on the # Mayon volcano - dangerous eruption seems imminent. Thumbnail: Reuters http://bit.ly/2DtjQQK pic.twitter.com/r83Ytsk78M"";;;# #;""955609196422094848"";https://twitter.com/TheWeatherNetUS/status/955609196422094848",,,,,,
";2018-01-23 08:36;3;3;""January 23"," just before 5AM. Mt. Mayon explodes as seen from Camalig. # mayon # volcano # eruption… https://www.instagram.com/p/BeRaXuLHMpq/"";;;# # #;""955600004051283968"";https://twitter.com/eacayan/status/955600004051283968",,,,,
";2018-01-23 08:35;0;0;""Video of lava flares last night - # Philippines Institute of Volcanology and Seismology said the # Mayon volcano was experiencing ""intense unrest"" - upgraded the alert to level four after eruption yesterday # MayonVolcano # Albayhttp://www.abc.net.au/news/2018-01-22/philippines-mayon-volcano-alert-level-raised/9350686?section=world …"";;;# # # #;""955599831723945984"";https://twitter.com/RiffRaffBriz/status/955599831723945984",,,,,,
";2018-01-23 07:07;0;1;""# Moments: Volcanic explosion forces mass # evacuations in the # Philippines Violent # eruption from # MountMayon sent thousands fleeing to evacuation centers for safety # mayon # mayonvolcano # mayonvolcanoeruption # MayonVolcano2018 # MayonPH # MtMayonhttps://twitter.com/i/moments/955546947602927620 …"";;;# # # # # # # # # # #;""955577706527141888"";https://twitter.com/tiniskwerl/status/955577706527141888",,,,,,
";2018-01-23 06:40;13;23;""# Mayon volcano eruption and the ashfall affecting local populations. Via @ phivolcs_dost Facebook page: https://www.facebook.com/media/set/?set=ms.c.eJxFykEKwEAIA8AfFWM0Nf~%3B~%3BWMGy7HUYVE7aE3R1TzxY6AZdivCBf~%3BgOecE4YISQohZIjejCvPUBHVMUqQ~-~-.bps.a.1428295350612692.1073741864.283303355111903&type=1 …pic.twitter.com/VhCp9Rk76V"";;@;#;""955570784751292417"";https://twitter.com/janinekrippner/status/955570784751292417",,,,,,
";2018-01-23 05:30;4;1;""# Philippines alert: Hazardous # Mayon # volcano eruption expected https://www.bignewsnetwork.com/news/256175111/philippines-alert-hazardous-mayon-volcano-eruption-expected …pic.twitter.com/yaf4ron0x1"";;;# # #;""955553156900978690"";https://twitter.com/bignewsnetwork/status/955553156900978690",,,,,,
";2018-01-23 04:30;0;1;""# Philippines Raises Alert Level as # MayonVolcano Eruption Intensifies https://www.nytimes.com/2018/01/22/world/asia/mayon-volcano-alert-philippines.html … via @ nytimes # Mayon # MayonEruption # PacificRingOfFire # lavaflow # ashfall # seismicunrest # volcaniceruption # Albay # PhiVolcs # Volcanology # Seismology # AlertLevel4 @ phivolcs_dost"";;@ @;# # # # # # # # # # # # # #;""955538133097107456"";https://twitter.com/Arkij/status/955538133097107456",,,,,,
";2018-01-23 02:45;28;11;""The # Philippines: The Philippine Institute of Volcanology raised # Mayon Vocano’s status from Alert Level 3 (increased tendency to hazardous eruption) to Alert Level 4 (hazardous eruption imminent). Danger Zone extended to 8 km from the summit vent. http://ow.ly/Rq9N30hVP8q pic.twitter.com/aza9acFmls"";;;# #;""955511779270037504"";https://twitter.com/TravelGov/status/955511779270037504",,,,,,
";2018-01-23 02:36;1;0;""Mount # Mayon volcano: # Philippines fears violent eruption http://www.bbc.co.uk/news/world-asia-42772764 …"";;;# #;""955509465561808896"";https://twitter.com/erich_parpart/status/955509465561808896",,,,,,
";2018-01-23 01:23;1;0;""Officials in the # Philippines have raised the alert level on the # Mayon volcano - dangerous eruption seems imminent. Thumbnail: Reuters http://bit.ly/2DtjQQK pic.twitter.com/WFwoYegJVs"";;;# #;""955491176160858112"";https://twitter.com/TheWeatherNetUS/status/955491176160858112",,,,,,
";2018-01-23 01:23;0;0;""Menace d'éruption ""imminente"" du volcan # Mayon"," des milliers d'évacués http://po.st/Gbxl8Q via @ LExpress"";;@;#;""955491067129888768"";https://twitter.com/LMirot/status/955491067129888768",,,,,
";2018-01-23 00:22;4;10;""The recent # Mayon eruption as 'seen' by # Aqua # MODIS at 0505 UTC on 22 Jan.pic.twitter.com/0RKcPnjX0H"";;;# # #;""955475769190477825"";https://twitter.com/andyprata/status/955475769190477825",,,,,,
";2018-01-23 00:01;9;18;""# Himawari8 False-color RGB and Ash Height products showing the initial 22 January eruption of the # Mayon volcano in the # Philippines: http://go.wisc.edu/bt79js | http://go.wisc.edu/26gl1n Realtime imagery: http://go.wisc.edu/l26ug6 pic.twitter.com/48fRV0oLBh"";;;# # #;""955470387072167937"";https://twitter.com/CIMSS_Satellite/status/955470387072167937",,,,,,
";2018-01-22 23:38;0;0;""# Mount # Mayon # Volcano: # Philippines # Fears # Violent # Eruption - http://bit.ly/2mXOZld -pic.twitter.com/tvIHLpYDGt"";;;# # # # # # #;""955464746488221702"";https://twitter.com/Shopall3/status/955464746488221702",,,,,,
";2018-01-22 23:38;0;1;""Full-scale eruption of Philippines' Mayon volcano ""imminent"" following Monday blast. # News # Philippines # Mayon https://goo.gl/c8XQ9n pic.twitter.com/i3shW35wZk"";;;# # #;""955464652317691908"";https://twitter.com/wearehash/status/955464652317691908",,,,,,
";2018-01-22 23:11;0;0;""The eruption of # Mayon. Despite being beautiful"," it is also deadly. I hope the people who are leaving in the area have fled to safety. # MayonVolcano # PrayforAlbayhttps://twitter.com/pauledwrd/status/955451772679565314 …"";;;# # #;""955457837773107200"";https://twitter.com/jewelmelissa_w/status/955457837773107200",,,,,
";2018-01-22 22:55;0;0;""Philippines: OCHA update on the # Mayon volcano eruption http://crofsblogs.typepad.com/h5n1/2018/01/philippines-ocha-update-on-the-mayon-volcano-eruption.html …"";;;#;""955453895597162496"";https://twitter.com/Crof/status/955453895597162496",,,,,,
";2018-01-22 22:14;0;1;""Ash fall in Guinobatan # Albay caused by recent eruption of Mt. # Mayon https://fb.me/GdK2w5xx"";;;# #;""955443643023753217"";https://twitter.com/PhAftermath/status/955443643023753217",,,,,,
";2018-01-22 21:59;7;6;""ChildFund Alliance member @ Educo_ONG is responding to the eruption of # Mayon # volcano in the Philippines", which has affected almost 9,"000 children. https://childfundalliance.org/news-and-views/statements/375-emergency-in-the-philippines-9-000-children-affected-by-the-eruption-of-mayon-volcano …pic.twitter.com/PIBwaCV1yA"";;@;# #;""955439740538548226"";https://twitter.com/ChildFundAll/status/955439740538548226",,,,
";2018-01-22 21:08;4;21;""Eruption at # Mayon at 12:43 P.M. Jan 22"," 2018 with ash plume and pyroclastic flows. Follow @ phivolcs_dost for official updates. https://www.youtube.com/watch?v=Pkv40RpzZ5U …"";;@;#;""955427020816769025"";https://twitter.com/janinekrippner/status/955427020816769025",,,,,
";2018-01-22 20:41;2;9;""Mayon volcano eruption explosion at 04:40 UTC", sent out a huge ash plume, seen below at Himawari 8 satellite images. Steam went N," ash W & NW. Great pic Niño & thanks for the time! Imagery via RAMMB/CIRA Slider. 2018 01 22 from 00:10 to 07:40 UTC. # MayonVolcano # Mayon pic.twitter.com/VBgutG9KLH"";;;# #;""955420170830450689"";https://twitter.com/tom_bike/status/955420170830450689",,,
";2018-01-22 20:41;0;0;""# Philippines Air Force carrying out forced evacuations following midday eruption of Mt. # Mayon https://twitter.com/ebc_92/status/955418973281058816 …"";;;# #;""955420150253137920"";https://twitter.com/sorendainnews/status/955420150253137920",,,,,,
";2018-01-22 20:36;0;0;""Retweeted WMO | OMM ( @ WMO): The # Philippines has issued a Level 4 alert (our of 5) for eruption of Mount # Mayon... https://fb.me/8dwJ2Tvu8"";;@;# #;""955418887327244288"";https://twitter.com/wetter_p/status/955418887327244288",,,,,,
";2018-01-22 20:25;3;1;""Mayon Volcano Eruption Photo by FB user Ynnafit Trasmer ~5km ash column"," 12:45pm 01/22/2018 # mayon # volcano # eruption # Philippines # geology # science # nature # fury # volcanoespic.twitter.com/qc78d57u9f"";;;# # # # # # # # #;""955416212179099648"";https://twitter.com/raymondmaximo77/status/955416212179099648",,,,,
";2018-01-22 20:05;12;52;""MAYON VOLCANO ERUPTION! # Mayon # earthquake # Mayon # MayonPH # MayonVolcanoAlertLevel3 # Philippines # philippinepic.twitter.com/cRdYpizLSM"";;;# # # # # # #;""955411066602885120"";https://twitter.com/rjoyourjoy1919/status/955411066602885120",,,,,,
";2018-01-22 20:03;28;26;""The # Philippines has issued a Level 4 alert (our of 5) for eruption of Mount # Mayon volcano. Updates at @ phivolcs_dostpic.twitter.com/jmr6kFGOs1"";;@;# #;""955410488304730112"";https://twitter.com/WMO/status/955410488304730112",,,,,,
";2018-01-22 20:01;0;0;""Cebu Pacific cancels flights to Naga"," Legazpi due to # Mayon’s imminent eruption: ... https://goo.gl/fb/5NQFhh"";;;#;""955410175107715072"";https://twitter.com/AksyonTV/status/955410175107715072",,,,,
";2018-01-22 19:48;318;358;""VIDEO: New time-lapse shows eruption of Mount # Mayon # volcano in the Philippines this morning. Thousands are evacuated as scientists raises the alert level"," warning a larger and more dangerous eruption could come within days. # KOMOnewspic.twitter.com/viDP37zToo"";;;# # #;""955406809400991744"";https://twitter.com/CayleThompson/status/955406809400991744",,,,,
";2018-01-22 19:23;1;1;""# PHIVOLCS - Volcano # Mayon: raised to Alert Level 4 (hazardous eruption imminent) Jan. 22"," 2017. Danger Zone is extended to 8 km radius from the summit. Do not enter this area! http://www.phivolcs.dost.gov.ph/index.php?option=com_content&view=article&id=8374:mayon-volcano-bulletin-22-january-2018-100-pm-&catid=70:latest-volcano-bulletin&Itemid=500008 …"";;;# #;""955400456506871808"";https://twitter.com/volcanohotspot/status/955400456506871808",,,,,
";2018-01-22 19:19;0;5;""Eruption of # Mayon volcano in the # Philippines sends highly heated lava"," molten rocks and steam down the slopes shrouding villages nearby - https://wp.me/p6iC0n-20D5 # volcano # Manilapic.twitter.com/PTERbvqehx"";;;# # # #;""955399634293211136"";https://twitter.com/thehimalayan/status/955399634293211136",,,,,
";2018-01-22 19:17;5;1;""We highlighted # Mayon and other volcano volatility in our most recent Cheat Sheet. Could an eruption on Papua New Guinea’s tiny Kadovar Island trigger a tsunami? http://www.irinnews.org/news/2018/01/19/bread-protests-coconut-coding-and-volcanic-tsunami-cheat-sheet …pic.twitter.com/t8TjohBDX9"";;;#;""955399024789487616"";https://twitter.com/irinnews/status/955399024789487616",,,,,,
";2018-01-22 19:16;0;1;""Closer Look; Mayon Volcano Eruption 12:45pm jan 22"," 2018. # MayonVolcano # MayonVolcano2018 # Mayon # Philippines # EarlyManMusicVideo # WildflowerWeddingToDieFor # MFTLSPosterLaunch # SurvivalTipsFromRichPeople # ItMakesMeAnxiousWhen # MondayMotivationhttps://youtu.be/x931xnLJsUg"";;;# # # # # # # # # #;""955398798544551936"";https://twitter.com/ilonggonatunay/status/955398798544551936",,,,,
";2018-01-22 19:12;3;1;""“Hazardous eruption imminent”: Authorities in the Philippines raise alert level for # Mayon Volcano. 30","000 evacuated: https://reliefweb.int/report/philippines/ocha-flash-update-no1-philippines-mayon-volcano-eruption-22-january-2018 …"";;;#;""955397727449329664"";https://twitter.com/irinnews/status/955397727449329664",,,,,
";2018-01-22 19:08;0;0;""You can watch # Mayon eruption from the Space... Ash clouds moving west and northwest after the eruption...... https://fb.me/2zHZuXxBB"";;;#;""955396865536634880"";https://twitter.com/ptccfeed/status/955396865536634880",,,,,,
";2018-01-22 18:51;0;0;""# Philippines Raises # Alert # Level as # Mayon # Volcano # Eruption Intensifies http://dlvr.it/QCDt3z pic.twitter.com/MgClNh9iYf"";;;# # # # # #;""955392493503225856"";https://twitter.com/SimplyNewsApp/status/955392493503225856",,,,,,
";2018-01-22 18:40;0;0;""# Philippines: menace d'éruption imminente du # volcan # Mayon https://www.sciencesetavenir.fr/nature-environnement/philippines-menace-d-eruption-imminente-du-volcan-mayon_120071?xtor=RSS-15&utm_medium=social&utm_source=twitter …pic.twitter.com/qAGAhjHqvJ"";;;# # #;""955389580966006784"";https://twitter.com/Zehub/status/955389580966006784",,,,,,
";2018-01-22 18:37;5;9;""# Mayon volcano (Philippines) eruption Jan/22/2018 04:00-07:20 UTC. @ dost_pagasa @ phivolcs_dost @ WeatherPH near live satellite monitoring here https://meteologix.com/ph/satellite/albay/volcano-alert-10min/20180122-0550z.html …pic.twitter.com/Ff0Ze6Xjzs"";;@ @ @;#;""955388895323131905"";https://twitter.com/MarkVornhusen/status/955388895323131905",,,,,,
";2018-01-22 18:30;3;1;""# Philippines raises # Mayon volcano alert as hazardous eruption imminent. http://bit.ly/2EZyDiz pic.twitter.com/MNz9RH2rBv"";;;# #;""955387100232343552"";https://twitter.com/arabnews/status/955387100232343552",,,,,,
";2018-01-22 17:31;0;0;""# Mayon # Eruption https://fb.me/1r3IOcOew"";;;# #;""955372312836100096"";https://twitter.com/DirectorPCRG/status/955372312836100096",,,,,,
";2018-01-22 17:23;1;3;""Vulkaan # Mayon op Filipijnen uitgebarsten: https://www.onweer-online.nl/forum/topic/45750/vulkaan-mayon-op-filipijnen-uitgebarsten/ … # volcano # eruption Foto:Mae Angela pic.twitter.com/vtjdqPqWxS"";;;# # #;""955370375164125184"";https://twitter.com/onweeronline/status/955370375164125184",,,,,,
";2018-01-22 16:46;24;13;""Powerful eruption at Mayon volcano", heavy ashfall and zero visibility," Alert Level 4 http://dlvr.it/QCDB3h # volcano # eruption # Mayon # MayonVolcano # Philippines"";;;# # # # #;""955360915829899264"";https://twitter.com/TheWatchers_/status/955360915829899264",,,,
";2018-01-22 15:13;0;0;""Volcano rains ash on # Philippines as experts warn of violent eruption # Mayon # RingofFire http://www.gulf-times.com/story/579021 pic.twitter.com/6LVPAVpFwP"";;;# # #;""955337655750979584"";https://twitter.com/GulfTimes_QATAR/status/955337655750979584",,,,,,
";2018-01-22 14:53;0;0;""Alert Level 4 - hazardous eruption imminent. Stay safe Albayanos. # GodIsWithUs # Mayon"";;;# #;""955332674868076544"";https://twitter.com/bertnunez/status/955332674868076544",,,,,,
";2018-01-22 14:52;0;0;""# Philippines Le volcan # Mayon élevé au niveau d'alerte 4 Possibilité d'éruption dans les prochains jours # volcan V @ philredcrosspic.twitter.com/xXunbqgtR7"";;@;# # #;""955332212076892160"";https://twitter.com/AsiaNews_FR/status/955332212076892160",,,,,,
";2018-01-22 13:56;48;64;""Mayon's eruption # mayon # volcano # legazpi # albay # bicol # cinemagraphpic.twitter.com/9GsgAupQWu"";;;# # # # # #;""955318187070910464"";https://twitter.com/Jethr0/status/955318187070910464",,,,,,
";2018-01-22 13:39;1;2;""Officials upgrade # mayonvolcano to level 4 warning level after huge eruption. Danger zone extended to 8km # Mayon # volcanohttps://twitter.com/virmasimonette/status/955312722022838272 …"";;;# # #;""955313848302497795"";https://twitter.com/Howardrjohnson/status/955313848302497795",,,,,,
";2018-01-22 13:35;0;2;""ATM # Mayonvolcano # eruption # volcano # Philippines # Albay # Mayon # ATMhttps://twitter.com/allangatus/status/955303469602168832 …"";;;# # # # # # #;""955313065276325888"";https://twitter.com/marissearomin/status/955313065276325888",,,,,,
";2018-01-22 13:19;17;23;""Significant eruption at # Mayon in # Philippines today"," impressive ash cloud # volcanohttps://twitter.com/abscbnnews/status/955302998950817792 …"";;;# # #;""955308953335865345"";https://twitter.com/EarthUncutTV/status/955308953335865345",,,,,
";2018-01-22 08:17;0;0;""""Can't believe I was here just days before the # eruption. This is the # beautiful # Mayon # Volcano in the... https://fb.me/3pJFQTPvo"";;;# # # #;""955232842774069248"";https://twitter.com/SeverinoPlanas/status/955232842774069248",,,,,,
";2018-01-21 11:23;87;168;""Mayon Volcano under the starry night skies (cinemagraph) # volcano # albay # legazpi # mayon # eruption pic.twitter.com/dXxhhbacCP"";;;# # # # #;""954917339446755328"";https://twitter.com/Jethr0/status/954917339446755328",,,,,,
";2018-01-20 10:44;10;11;""A summary of the # Mayon eruption by @ EOS_SGhttp://www.earthobservatory.sg/news/eruption-mayon-volcano-luzon-island-philippines …"";;@;#;""954545186566279168"";https://twitter.com/janinekrippner/status/954545186566279168",,,,,,
";2018-01-20 09:04;14;46;""The threat of a large eruption from the # Mayon Volcano is looming over the Philippines. See how we're supporting our customers and their families there. http://bit.ly/MayonVolcanoRelief …pic.twitter.com/IXdB2Ov1jO"";;;#;""954519860691705856"";https://twitter.com/remitly/status/954519860691705856",,,,,,
";2018-01-20 00:30;2;1;""Picture of the Week - Mount Mayon", Luzon, Philippines, considered to be one of the most active volcanoes in the Philippines. Most recent eruption in January 2018, in which the lava has reached the edge of the exclusion zone. Photo," taken by our own Jeremy Hucker. # mayon # lavapic.twitter.com/Rj64iOpLCP"";;;# #;""954390671032451073"";https://twitter.com/ESPLtd1/status/954390671032451073",
";2018-01-19 17:48;10;10;""# Mayon # volcano (Philippines): eruption continues"," lava flow reaching 3 km length - The new eruption of the volc... http://j.mp/2FUXdlY"";;;# #;""954289458135949312"";https://twitter.com/volcanodiscover/status/954289458135949312",,,,,
";2018-01-19 08:20;0;1;""Let's # pray for the people near this beautiful yet dangerous # Mayon. Alert Level 3 as of this week. # Volcano # eruption # naturephotographypic.twitter.com/ypu62if2wZ"";;;# # # # #;""954146589433458689"";https://twitter.com/DizonAlain/status/954146589433458689",,,,,,
";2018-01-19 04:17;0;0;""The eruption and the resulting lava flow of # Mayon volcano have caused the evacuation of 1000s in the # Philippines.https://twitter.com/afpfr/status/954080975473950720 …"";;;# #;""954085420899414017"";https://twitter.com/axsharif_s/status/954085420899414017",,,,,,
";2018-01-18 22:46;1;1;""Les # Philippines menacées par l’éruption du volcan # Mayon. + de 20 000 personnes évacuées. CARE se tient prêt à fournir assistance aux populations. pic.twitter.com/ohLawawW2l"";;;# #;""954002003625201665"";https://twitter.com/CAREfrance/status/954002003625201665",,,,,,
";2018-01-18 09:46;562;1288;""Love is in the smoke of Mayon Volcano Pangoronon and Magayon # Mayon # Philippines # Volcano # Albay # Bicol # MayonVolcano # Eruption pic.twitter.com/oETk6BQySk"";;;# # # # # # #;""953805646712922112"";https://twitter.com/MillennialsFTW/status/953805646712922112",,,,,,
";2018-01-18 05:30;0;1;""# Mayon # volcano", with its perfectly formed cone," is bound to be beautiful in its fury. # eruption https://twitter.com/phivolcs_dost/status/952882025861541889 …"";;;# # #;""953741384443338752"";https://twitter.com/okir2k/status/953741384443338752",,,,
";2018-01-18 01:10;1;0;""# Philippines - state of calamity for # Mayon # volcano region in # Albay Province due to eruption. 5",000 affected families," 20 shelters set up. https://buff.ly/2FJ0tAF # hmrd"";;;# # # # #;""953675884019535872"";https://twitter.com/HumanityRoad/status/953675884019535872",,,,
";2018-01-18 01:10;0;0;""# Philippines - state of calamity for # Mayon # volcano region in # Albay Province due to eruption. 5",000 affected families," 20 shelters set up. https://buff.ly/2FJ0tAF # hmrd"";;;# # # # #;""953675876570365953"";https://twitter.com/Aline_Carr/status/953675876570365953",,,,
";2018-01-17 19:21;5;3;""The first Flash Update on Mayon Volcano Phreatic Eruption is available for download at https://ahacentre.org/flash-update/flash-update-no-01-mayon-volcano-phreatic-eruption-albay-province-philippines/ … # AHACentre # disastermonitoring # OneASEAN # OneResponse # volcano # bulkan # Mayon pic.twitter.com/bWSmcN0WgO"";;;# # # # # # #;""953587994253905921"";https://twitter.com/AHACentre/status/953587994253905921",,,,,,
";2018-01-17 16:50;0;1;""Sen @ loren_legarda Urges Authorities to Implement DRR Measures in Possible # Mayon Volcano Eruption—Pls. read: http://lorenlegarda.com.ph/legarda-urges-authorities-to-implement-drr-measures-in-possible-mayon-volcano-eruption/ …pic.twitter.com/3WKsfoEnf9"";;@;#;""953550116958253056"";https://twitter.com/gaillopezg/status/953550116958253056",,,,,,
";2018-01-17 16:50;0;0;""Sen @ loren_legarda Urges Authorities to Implement DRR Measures in Possible # Mayon Volcano Eruption—Pls. read: http://lorenlegarda.com.ph/legarda-urges-authorities-to-implement-drr-measures-in-possible-mayon-volcano-eruption/ …pic.twitter.com/UOrkU4I3qe"";;@;#;""953550116895440896"";https://twitter.com/crystal_ocate/status/953550116895440896",,,,,,
";2018-01-17 16:50;0;0;""Sen @ loren_legarda Urges Authorities to Implement DRR Measures in Possible # Mayon Volcano Eruption—Pls. read: http://lorenlegarda.com.ph/legarda-urges-authorities-to-implement-drr-measures-in-possible-mayon-volcano-eruption/ …pic.twitter.com/MiQGJUeEGJ"";;@;#;""953550116857659398"";https://twitter.com/francmillares/status/953550116857659398",,,,,,
";2018-01-17 14:02;9;20;""ERUPTION: Mayon Volcano Thinking of those in the Philippines and wishing for their safety # MayonVolcanoAlertLevel3 # KeepSafe # Albayano # PrayforAlbay # albay # Mayon # volcano # nature # Philippines # eruption # video # MotherNature # MayonVolcanopic.twitter.com/EyeDKdVim6"";;;# # # # # # # # # # # # #;""953507883806752768"";https://twitter.com/DrPoonamMadar/status/953507883806752768",,,,,,
";2018-01-17 13:42;1;3;""Legarda Urges Authorities to Implement DRR Measures in Possible # Mayon Volcano Eruption—Pls. read: http://lorenlegarda.com.ph/legarda-urges-authorities-to-implement-drr-measures-in-possible-mayon-volcano-eruption/ …pic.twitter.com/xTb1VFEPQ3"";;;#;""953502758241382400"";https://twitter.com/loren_legarda/status/953502758241382400",,,,,,
";2018-01-17 11:30;3;12;""Would you know what to do in a volcanic eruption? Our tips. # Mayon # Ambae # Kadovarhttps://twitter.com/philredcross/status/953457437616451585 …"";;;# # #;""953469469191413761"";https://twitter.com/IFRCAsiaPacific/status/953469469191413761",,,,,,
";2018-01-17 10:46;1;1;""# volcano # eruption # Mayon # Philippines http://exp.mx/2DeSUUK pic.twitter.com/ANwvf116MA"";;;# # # #;""953458445499252736"";https://twitter.com/qlstnfp/status/953458445499252736",,,,,,
";2018-01-17 09:23;0;0;""Had the pleasure in seeing the # Mayon # Volcano in person last July. My prayers go out to the people in that area who are affected by the eruption this week and seeking shelter. http://ift.tt/2EPL4gR pic.twitter.com/g7f8knvd0m"";;;# #;""953437709963538434"";https://twitter.com/DavidCervera702/status/953437709963538434",,,,,,
";2018-01-17 08:13;0;0;""Bicol visit before the Mt.Mayon Eruption. # perfectcone # mayon # beautifulcreation @Angono"," Rizal https://www.instagram.com/p/BeB6X44FEUU/"";;@Angono;# # #;""953419892459532288"";https://twitter.com/jump2128/status/953419892459532288",,,,,
";2018-01-17 02:55;0;2;""Pictures of # Mayon erupting throws me back to when I was young and was in my uncle's house during the same exact time when it was nearing it's total eruption and had a view of minute (at the house's distance) lava flow at night"";;;#;""953339880083308544"";https://twitter.com/dradanahelisse/status/953339880083308544",,,,,,
";2018-01-17 01:04;2;0;""Lava from Mayon volcano is seen as it erupts in Legazpi", Philippines. Its eruption has sent more than 21,"000 villagers fleeing to safety. : AFP/ CHARISM SAYAT # philippines # mayon # volcano # photos # touristspic.twitter.com/SnX7e4UEC7"";;;# # # # #;""953312027837108225"";https://twitter.com/cerebrallemon/status/953312027837108225",,,,
";2018-01-16 22:15;1;0;""State Of Calamity Declared In Albay Due To # Mayon Eruption # Philippines # Hazards https://www.riskmap.com/incidents/350596/?utm_campaign=riskmap_ …pic.twitter.com/9EN4gXfTfV"";;;# # #;""953269394464886785"";https://twitter.com/riskmap_/status/953269394464886785",,,,,,
";2018-01-16 21:09;52;70;""Evacuan poblados en Camalig y Guinobatan ante la inminente Erupción del # Volcán # Mayón de # Manila en # Filipinas # Volcano # Eruption # Philippinespic.twitter.com/WccYtFtl1v"";;;# # # # # # #;""953252921742909440"";https://twitter.com/TuiteroSismico/status/953252921742909440",,,,,,
";2018-01-16 21:00;0;1;""MAYON Thousands of people have fled their homes in the Philippines after a 'silent eruption' of the Mayon volcano - with warnings of a 'hazardous explosion' to follow in the coming days # KRTpro # Mayon # Volcano # Philippines"";;;# # # #;""953250495669219329"";https://twitter.com/KRTpro_News/status/953250495669219329",,,,,,
";2018-01-16 20:37;1;3;""Die Aschesäule des Vulkans # Mayon auf den # Philippinen hat nach einer phreatischen Eruption eine Höhe von 2500m erreicht. Diese dampfgetriebene Eruption entsteht"," wenn Wasser am oder unterhalb des Bodens etwa durch Magma erhitzt wird http://p.dw.com/p/2qp1e pic.twitter.com/yL75B7Ct0i"";;;# #;""953244793223680002"";https://twitter.com/dw_wissenschaft/status/953244793223680002",,,,,
";2018-01-16 17:56;1;2;""Tourists flock to # Philippines' # Mayon volcano even as scientists warn of a potential eruption within days. # MayonVolcano # MayonVolcanoAlertLevel3http://bit.ly/2mAy6fj"";;;# # # #;""953204299688943617"";https://twitter.com/DeccanHerald/status/953204299688943617",,,,,,
";2018-01-16 17:37;0;0;""Le volcan # Mayon aux # Philippines devient rouge et rempli de fumée : évacuation de plus de 12 000 personnes à l'approche de son éruption pic.twitter.com/7gcdM24xbT"";;;# #;""953199456941477888"";https://twitter.com/alibabuy/status/953199456941477888",,,,,,
";2018-01-16 15:42;3;1;""UPDATE! # Mayon # Kadovar Bam # Bali # Agung # Sinabung & Largest Underwater Volcano Eruption of the 20th century http://youtu.be/MSSfWx8qT4s?a"";;;# # # # #;""953170535822888960"";https://twitter.com/GrandSolarMin/status/953170535822888960",,,,,,
";2018-01-16 14:16;4;4;""# volcan # volcano # Mayon L'activité cette nuit et ce matin: coulées de lave", avalanches de blocs et écoulements pyroclastiques/Eruption tonight and this morning: lava flows," glowing avalanches and pyroclastic density currents https://youtu.be/HHGSxUkjfwM"";;;# # #;""953148913783132160"";https://twitter.com/CultureVolcan/status/953148913783132160",,,,
";2018-01-16 14:10;0;1;""The # Mayon volcano spews a column of ash during another mild eruption in # Legazpi City", Albay province, south of # Manila," # Philippines. # sharjah24pic.twitter.com/cmx0PwwRkZ"";;;# # # # #;""953147513896357888"";https://twitter.com/sharjah24/status/953147513896357888",,,
";2018-01-16 13:01;1;0;""Lava", ash and smoke from # Philippine's most active volcano, Mount # Mayon, as 15000 residents are told to evacuate," warned of a 'hazardous eruption' becoming increasingly likely. The large island of # Luzon in the Philippines the province of # Albay .pic.twitter.com/kSBkn6hmTr"";;;# # # #;""953130031877885953"";https://twitter.com/AlexanderXV/status/953130031877885953",,
