username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,data
;2018-04-29 21:26;0;0;"『いらっしゃあい 何でもそろってる雑貨屋芥子堂へ ようこそ〜…▼』 『何か見ていくかい？▼』 『おや、何かご入用かな？▼』 『そんなに私と話したいのかい…？ニシシ、冗談だよ〜…▼』";;;;"990583201977417735";https://twitter.com/mayon_sosaku/status/990583201977417735
;2018-04-29 21:20;0;0;"芥子堂:雑貨屋 買う ナオル-クスリ 100ς アガル-クスリ 150ς サス-ヤツ 300ς ウツ-ヤツ 500ς タマ 60ς シビレル-キノコ 200ς ネムイ-キノコ 150ς 売る アオイ-ホウセキ 500ς アカイ-ホウセキ 1000ς トウメイ-ホウセキ 10000ς";;;;"990581483441041410";https://twitter.com/mayon_sosaku/status/990581483441041410
;2018-04-29 21:19;0;0;"DARAGANG MAGAYON @Mt. Mayon, Albay, Bicol https://www.instagram.com/p/BiJ6FPOlDFl/";;@Mt;;"990581283939143682";https://twitter.com/efrancisse/status/990581283939143682
;2018-04-29 21:13;0;0;"なんというかパーシヴァルオンリーイベントの特典に自分の名刺滑り込ませてるあたり店主らしい";;;;"990579821334835200";https://twitter.com/mayon_sosaku/status/990579821334835200
;2018-04-29 21:07;0;0;"近年の中で満足度の高いお茶会でした、おなかいっぱい！あとお土産が痒いとこに手が届く素晴らしいチョイスでした！";;;;"990578262731472897";https://twitter.com/mayon_nai_se/status/990578262731472897
;2018-04-29 21:03;0;0;"Semana que vem eu volto";;;;"990577266399866880";https://twitter.com/lisboa_mayon/status/990577266399866880
;2018-04-29 21:03;0;2;"Vai abandonar pq ?";;;;"990577214541398017";https://twitter.com/lisboa_mayon/status/990577214541398017
;2018-04-29 21:01;0;2;"初の珠城さんのお茶会、ほんとーに楽しかった！";;;;"990576690727272448";https://twitter.com/mayon_nai_se/status/990576690727272448
;2018-04-29 21:00;0;3;"Wala ka kasi. Binabantayan mo yung mayon e. Isoy sana tayong tatlo";;;;"990576580639342593";https://twitter.com/JaypsBot/status/990576580639342593
;2018-04-29 20:58;0;0;"サークルが増えた…だと！？おふたりはご自分の子のグッズ出してください！！！！(買いに行くので)";;;;"990576027125477377";https://twitter.com/mayon_sosaku/status/990576027125477377
;2018-04-29 20:56;0;0;"In case you missed it, check out "Khlong Lat Mayon Floating Market Experience" http://pxlme.me/KLPFW6Sf # Thailand # Bangkokpic.twitter.com/q7rf0a9zRh";;;# #;"990575532155768832";https://twitter.com/travel2next/status/990575532155768832
;2018-04-29 20:56;0;0;"300個wwww需要よ…";;;;"990575507300278272";https://twitter.com/mayon_sosaku/status/990575507300278272
;2018-04-29 20:55;0;0;"みんなもイベントごっこしよ";;;;"990575305164124160";https://twitter.com/mayon_sosaku/status/990575305164124160
;2018-04-29 20:55;0;0;"名刺各5枚とかゆーてるけどパーシヴァル名刺は裏表でワンセットというwwwわすれてたわwww";;;;"990575238516637699";https://twitter.com/mayon_sosaku/status/990575238516637699
;2018-04-29 20:53;0;1;"パーシヴァルオンリーイベント。主催、まよん。参加ブースまよん。一般参加まよん。";;;;"990574894361411585";https://twitter.com/mayon_sosaku/status/990574894361411585
;2018-04-29 20:53;0;0;"キャラ名刺は各5枚ずつしかご用意してないので特典で先着順です！申し訳ない";;;;"990574764254101504";https://twitter.com/mayon_sosaku/status/990574764254101504
;2018-04-29 20:52;0;0;"缶バッチ安いのかwww本当はいくら位なのか分からないwww";;;;"990574591683641345";https://twitter.com/mayon_sosaku/status/990574591683641345
;2018-04-29 20:51;1;3;"オンリー出ます！東ぱ-80cブースです！宜しくお願いします！(嘘)pic.twitter.com/AcpKQOsD0J";;;;"990574282794299393";https://twitter.com/mayon_sosaku/status/990574282794299393
;2018-04-29 20:47;0;0;"Wwwwwwけしてもうたwww";;;;"990573363524354048";https://twitter.com/mayon_sosaku/status/990573363524354048
;2018-04-29 20:47;0;0;"あっ";;;;"990573325993656321";https://twitter.com/mayon_sosaku/status/990573325993656321
;2018-04-29 20:47;0;0;"あとイベントに参加したことなさすぎて妥当な値段がわからねぇ…";;;;"990573180187168768";https://twitter.com/mayon_sosaku/status/990573180187168768
;2018-04-29 20:46;0;2;"本当はアクキーの欄にベンニカも入れてコンビニ組にしたかったんだけど流石にお品書きによその子入れるのは気が引けた";;;;"990573081579044865";https://twitter.com/mayon_sosaku/status/990573081579044865
;2018-04-29 20:42;0;0;"Sa may mayon maganda hanggang paanan lang kami ng mayon nung pumunta kami eh di ko kaya";;;;"990572139370573824";https://twitter.com/Love_Reyah/status/990572139370573824
;2018-04-29 20:27;0;0;"Mayon volcano in the Philippines spews lava and ash https://cliptrends.com/mayon-volcano-in-the-philippines-spews-lava-and-ash.html?utm_source=contentstudio&utm_medium=referral …";;;;"990568162465902593";https://twitter.com/OutsourceVA_/status/990568162465902593
;2018-04-29 20:20;0;4;"Ako, Ang Mayon, at ang Karagatan pic.twitter.com/hxWiHVCaDs";;;;"990566426107723776";https://twitter.com/mklntunofficial/status/990566426107723776
;2018-04-29 20:16;0;0;"Mayon Volcano or Mount Mayon Travel Guide https://thecrazylifestyles.com/mayon-volcano-or-mount-mayon-travel-guide/ …pic.twitter.com/9RFVL1jtWL";;;;"990565514979303425";https://twitter.com/OMGMagazines/status/990565514979303425
;2018-04-29 20:12;0;1;"Marhay na aga, Mayon! . . . . # Kawasaki # Versys650 # BikeLife # BikerLife # BikePorn… https://www.instagram.com/p/BiJ2WX5HrGy/";;;# # # # #;"990564373465726976";https://twitter.com/carabaopower/status/990564373465726976
;2018-04-29 20:09;0;0;"Marhay na aga, Mayon! . . . . # Kawasaki # Versys650 # BikeLife # BikerLife # BikePorn… https://www.instagram.com/p/BiJ2EG3nhhz/";;;# # # # #;"990563686489075713";https://twitter.com/carabaopower/status/990563686489075713
;2018-04-29 19:58;0;1;"オリジナル「アクリルキーホルダー」をデザインしました！ https://factory.pixiv.net/shares/tNc1sN # pixivFACTORY # pixiv";;;# #;"990560874615181312";https://twitter.com/mayon_sosaku/status/990560874615181312
;2018-04-29 19:56;0;0;"いいんですし、わしはブラホワ世代ですから";;;;"990560372661747713";https://twitter.com/mayon_sosaku/status/990560372661747713
;2018-04-29 19:55;0;0;"←(今日ムーン売ってきた人)";;;;"990560276549328896";https://twitter.com/mayon_sosaku/status/990560276549328896
;2018-04-29 19:55;0;0;"あ〜…カエデさんのポケモン読んだら…あ、あ、またポケモン…";;;;"990560168382353409";https://twitter.com/mayon_sosaku/status/990560168382353409
;2018-04-29 19:48;1;12;"チャイニーズキッズの空耳wwwwpic.twitter.com/AszpWFxnhq";;;;"990558335433719808";https://twitter.com/IyEyAsU_mayon/status/990558335433719808
;2018-04-29 19:29;0;0;"Bom dia bom dia, vamos lá para mais um dia, pq Deus ajuda quem cedo madruga";;;;"990553748173881344";https://twitter.com/lisboa_mayon/status/990553748173881344
;2018-04-29 19:17;0;3;"My heart is mayon, I'll carry on, I'll carry on. # Albay # CagsawaRuins # Mayon pic.twitter.com/dWshqVQ9JJ";;;# # #;"990550693231476736";https://twitter.com/darlamayonnaise/status/990550693231476736
;2018-04-29 19:09;0;0;"I’m so productive naman this day like i went to tabaco to enjoy the spring resort there and went next to Mayon rest house only in one day adventure hahaha kinaya kahit mainit gosh";;;;"990548669878362112";https://twitter.com/dararmeniiiaaa/status/990548669878362112
;2018-04-29 19:08;0;0;"Hello Mayon Volcano! It’s really great to see you again. 3 months… https://www.instagram.com/p/BiJvIwYjYKM5KgKDzTHq9yPwHiljxMRiMA1-B40/ …";;;;"990548444619116545";https://twitter.com/jaers826/status/990548444619116545
;2018-04-29 19:00;0;0;"How to UnLove Mayon? I’m so much inlove with you hihi … https://www.instagram.com/p/BiJuO6BnDrSwzBMrxpYY7pv4CY9pdkzepFV8wg0/ …";;;;"990546470020485121";https://twitter.com/dararmeniiiaaa/status/990546470020485121
;2018-04-29 18:42;0;1;"Goodbye Mayon st., hello Mangoville!";;;;"990541846056124416";https://twitter.com/descartin12/status/990541846056124416
;2018-04-29 18:32;0;0;"si mayon hahaha";;;;"990539335282786309";https://twitter.com/DoyAspe/status/990539335282786309
;2018-04-29 18:11;1;1;"Sirempre kailangan kong makita ang Mayon then proceed sa Caramoan :-) anong literal? # WansaGIABMalaya";;;#;"990534146102411264";https://twitter.com/MaddieOhMD/status/990534146102411264
;2018-04-29 18:07;0;0;"マッサージで寝て、さっき2時間くらい昼寝して、細々と睡眠を確保できてるので、まだスイッチは切れないと思う…";;;;"990533052739735552";https://twitter.com/mayon_nai_se/status/990533052739735552
;2018-04-29 18:02;0;0;"From Mayon Avenue to Mayon Volcano pic.twitter.com/B4enleTokK";;;;"990531857816010752";https://twitter.com/AkoSiPochii/status/990531857816010752
;2018-04-29 17:33;0;1;"レッドにしたのかよww";;;;"990524382828118016";https://twitter.com/IyEyAsU_mayon/status/990524382828118016
;2018-04-29 17:24;0;0;"with mayon";;;;"990522307830464513";https://twitter.com/francoclaire_/status/990522307830464513
;2018-04-29 17:15;1;23;"Mayon early in the morning is amazing pic.twitter.com/x70wegDXI0";;;;"990519988757741568";https://twitter.com/sam_tadeo/status/990519988757741568
;2018-04-29 17:14;0;0;"It has been a while Mayon... @Mt. Mayon, Albay, Bicol https://www.instagram.com/p/BiJiEnChEuy/";;@Mt;;"990519721459142656";https://twitter.com/jovs_98/status/990519721459142656
;2018-04-29 17:12;0;1;"来ない泣きそうㅠㅠㅠㅠㅠㅠ";;;;"990519146721959936";https://twitter.com/katyuzetu94/status/990519146721959936
;2018-04-29 17:08;0;0;"今日はお茶会！有難いことにお誘い頂きました。雪組以外のお茶会は月組時代のあーさぶりなのでは？楽しみ！";;;;"990518062934732800";https://twitter.com/mayon_nai_se/status/990518062934732800
;2018-04-29 17:06;0;0;"You're so perfect, Mayon. Im so happy seeing you again Majestic Daragang… https://www.instagram.com/p/BiJhHR5HH-I/";;;;"990517619232006144";https://twitter.com/iamHukhuk/status/990517619232006144
;2018-04-29 17:01;0;0;"照れてるんだよ///";;;;"990516429077151744";https://twitter.com/IyEyAsU_mayon/status/990516429077151744
;2018-04-29 17:00;0;0;"ي ربييي :(pic.twitter.com/E9lOVobkrO";;;;"990516271736348673";https://twitter.com/Mayon_39/status/990516271736348673
;2018-04-29 16:56;0;0;"昨日から後引きすぎだろwww";;;;"990515171775803393";https://twitter.com/IyEyAsU_mayon/status/990515171775803393
;2018-04-29 16:54;0;0;"まーくん赤くね？ww";;;;"990514690802335746";https://twitter.com/IyEyAsU_mayon/status/990514690802335746
;2018-04-29 16:29;0;1;"800の後の400開き直れるよねww";;;;"990508475858866176";https://twitter.com/IyEyAsU_mayon/status/990508475858866176
;2018-04-29 16:26;0;0;""Ang umuwi dito at makita ang Mayon."";;;;"990507558354829313";https://twitter.com/gracecrl/status/990507558354829313
;2018-04-29 16:20;0;0;"Day 118: 28/04/2018 # 365daysofwonder beauty of Mayon pic.twitter.com/WP3AsmIDBl";;;#;"990506146283769857";https://twitter.com/TcBevitt/status/990506146283769857
;2018-04-29 16:17;0;0;"Let's go mayon team pic.twitter.com/xukmQMjDLt";;;;"990505361814704128";https://twitter.com/willard_romano/status/990505361814704128
;2018-04-29 16:16;0;2;"PLUS: You are allowed to take a piece of Mayon with you because it is allowed to bring home black lava rocks. # mayonvolcanopic.twitter.com/VARelwFVDz";;;#;"990505085808472064";https://twitter.com/enjayneer/status/990505085808472064
;2018-04-29 16:14;0;0;"3-0 para sa mayon family";;;;"990504551731019776";https://twitter.com/willard_romano/status/990504551731019776
;2018-04-29 16:13;0;0;"だいぶだるいで入手";;;;"990504312970264577";https://twitter.com/IyEyAsU_mayon/status/990504312970264577
;2018-04-29 16:11;0;4;"TIP: If you plan on seeing the Mayon volcano, I suggest you do the Black Lava Trail ATV. It’s the closest you can get to this beautiful cone. # mayonvolcanopic.twitter.com/4WStxWJxIq";;;#;"990503862237675520";https://twitter.com/enjayneer/status/990503862237675520
;2018-04-29 16:03;0;0;"doing the # ForestTrail # ATVride @Mt. Mayon, Albay, Bicol https://www.instagram.com/p/BiJYqdnDpCa/";;@Mt;# #;"990501798082465793";https://twitter.com/MaphelRose/status/990501798082465793
;2018-04-29 15:59;0;0;"I'm not sure if this is Mt. Banahaw or Mt. Mayon";;;;"990500754589806592";https://twitter.com/kenmarshmello/status/990500754589806592
;2018-04-29 15:58;0;3;"di ko man lang nabisita bulkang mayon napakasaya naman";;;;"990500494899466240";https://twitter.com/kayzeiltahara/status/990500494899466240
;2018-04-29 15:55;0;0;"Nakakawala talaga ng pagod pag nakakakita ka ng magagandang tanawin # MAYON";;;#;"990499683226152960";https://twitter.com/kenmarshmello/status/990499683226152960
;2018-04-29 15:54;0;0;"中国版？";;;;"990499431987404800";https://twitter.com/IyEyAsU_mayon/status/990499431987404800
;2018-04-29 15:48;0;0;"Huhuhuhu yes ang ganda ngâ muntiknahko maiyak nung nakita ko Mayon. Huhuhuhu pero najejebs na ko hahahahaha";;;;"990497917805871104";https://twitter.com/Tyrannozyrus/status/990497917805871104
;2018-04-29 15:47;0;0;"# ATVride to # Mayon # 1stTime # twicefallen # shookt @Mt. Mayon, Albay, Bicol https://www.instagram.com/p/BiJWzbxjjX8/";;@Mt;# # # # #;"990497708849934337";https://twitter.com/MaphelRose/status/990497708849934337
;2018-04-29 15:41;0;0;"え？でてんの？";;;;"990496169959743488";https://twitter.com/IyEyAsU_mayon/status/990496169959743488
;2018-04-29 15:40;0;0;"そっちか";;;;"990495996462288896";https://twitter.com/IyEyAsU_mayon/status/990495996462288896
;2018-04-29 15:16;0;0;"Perfect cone man gid gali ang mayon HAHAHAHAHAH";;;;"990489880613433344";https://twitter.com/lanceeez/status/990489880613433344
;2018-04-29 15:03;0;1;"TYPHOON NEWS: Satellite communications power response to Mayon Volcano | Devex - Devex https://ift.tt/2Fq6Iba";;;;"990486729529397248";https://twitter.com/PHILAlerts/status/990486729529397248
;2018-04-29 15:01;0;0;"遂にエレガンスのラプードル買ってしまったぁぁぁ！";;;;"990486201713901568";https://twitter.com/mayon_nai_se/status/990486201713901568
;2018-04-29 14:45;0;0;"lahat sila naka-tingin sa mayon. ako nakatingin sa dagat sa kabilang side.";;;;"990482099680362497";https://twitter.com/heygiggles/status/990482099680362497
;2018-04-29 14:41;0;1;"Hahaha onga pala noh. Dalhin ko na ba ang mayon diyan?";;;;"990481086168756224";https://twitter.com/sheilacerdeno/status/990481086168756224
;2018-04-29 14:38;0;0;"メテオジャムじゃん";;;;"990480529790189568";https://twitter.com/IyEyAsU_mayon/status/990480529790189568
;2018-04-29 14:25;0;3;"Nagtatago yung mayon pic.twitter.com/JXwiXGilNi";;;;"990477029265965056";https://twitter.com/cjdriot/status/990477029265965056
;2018-04-29 14:19;0;6;"Punta ka sa Bicol para makita mo ang Mayon Volcano, @ Harry_Styles";;@;;"990475686526636032";https://twitter.com/larriebillie/status/990475686526636032
;2018-04-29 14:15;0;0;"Pumunta talaga ako dito para makita ang Mayon at libreng food. HAHAHAHAHA";;;;"990474670209024000";https://twitter.com/AkoSiPochii/status/990474670209024000
;2018-04-29 14:03;0;0;"Hindi kita yung mayon";;;;"990471578042318858";https://twitter.com/cjdriot/status/990471578042318858
;2018-04-29 13:55;0;0;"クラランスはまた次の休みに行くことにするわ。何を探してたのか分からなくなったので(笑)";;;;"990469486120599552";https://twitter.com/mayon_nai_se/status/990469486120599552
;2018-04-29 13:52;0;1;"Just dreamed Taylor Swift performing in a concert somewhere in Legazpi. In the middle of her performance, the Mayon Volcano started erupting.";;;;"990468917716897792";https://twitter.com/wreckit_ralf/status/990468917716897792
;2018-04-29 13:47;0;0;"Kawa-kawa Vera falls Mayon Swimming Pool Cagsawa Ruins Sayasaya hahahaga";;;;"990467689498820608";https://twitter.com/earl_austria/status/990467689498820608
;2018-04-29 13:00;0;5;"Disconnecting to the world and enjoying MAYON company.. # mayonvolcano # mtmayonpic.twitter.com/lxJmkIPOWO";;;# #;"990455840590065665";https://twitter.com/enjayneer/status/990455840590065665
;2018-04-29 12:44;0;0;"When you’re tired to go down the rocks @Mayon Adventure Land, Mabinit Legazpi City https://www.instagram.com/p/BiJDLW2jHhO/";;@Mayon;;"990451822547668992";https://twitter.com/MauideVera/status/990451822547668992
;2018-04-29 12:28;1;5;"Mayon Volcaniadventure. Amazing! Perfect cone. pic.twitter.com/hVDFkGIkYa";;;;"990447651760963586";https://twitter.com/charkewl/status/990447651760963586
;2018-04-29 12:22;0;0;"Perfect cone. # Mayon @Legazpi, Albay https://www.instagram.com/p/BiJAm9gA7EJ5X1QKDThdqqUqIUPtZUIOSzAvcs0/ …";;@Legazpi;#;"990446133733359619";https://twitter.com/chestweets/status/990446133733359619
;2018-04-29 12:11;0;0;"Gostei de um vídeo @ YouTube http://youtu.be/SgJajzHvT5w?aVULC …ÃO MAYON, SE ELE EXPLODIR TEREMOS UMA NOVA ONDA DE TERREMOTOS EM 2018";;@;;"990443449894735873";https://twitter.com/njodanoite1/status/990443449894735873
;2018-04-29 12:06;0;0;"When tomorrow comes my bulkang mayon";;;;"990442136976818176";https://twitter.com/mrqz72/status/990442136976818176
;2018-04-29 11:54;0;0;"Kkkkkkkk Ele é demais. Kkkkk";;;;"990439115844972544";https://twitter.com/lisboa_mayon/status/990439115844972544
;2018-04-29 11:52;0;1;"Teu paj me representa!!!";;;;"990438549483900930";https://twitter.com/Laradsaid/status/990438549483900930
;2018-04-29 11:50;0;3;"Assistir filme com meu pai é engraçado demais, o filme tem 2h, ele assisti só uns 30 min, a 1h e 30 min ele passa dormindo. Kkkkkkk";;;;"990438224563769344";https://twitter.com/lisboa_mayon/status/990438224563769344
;2018-04-29 11:26;0;0;"time lapse of smoke still puffing out of Mayon https://www.facebook.com/tj.besa/videos/10212942999308727/ …";;;;"990432151706402816";https://twitter.com/tjbesa/status/990432151706402816
;2018-04-29 11:26;0;3;"Booked a flight for my friend's wedding in her hometown! so excited to fly again, to see her again and to tour her hometown. And to see the famous Mayon Volcano!";;;;"990432034781777920";https://twitter.com/glaizabinayas/status/990432034781777920
;2018-04-29 11:15;0;0;"Mayon escapade # CagsawanATV # Summergoals # Summersingles";;;# # #;"990429375542841351";https://twitter.com/areeyaana/status/990429375542841351
;2018-04-29 10:39;0;0;"Punta kayo Bicol. Andun si Mayon sa Albay https://twitter.com/PULPLiveWorld/status/990193750310715393 …";;;;"990420372376862720";https://twitter.com/TheHapkidoKid/status/990420372376862720
;2018-04-29 10:29;3;32;"Off to Caramoan!!! Hello, Mayon! # SummerGetawaypic.twitter.com/fWWdmaDzZx";;;#;"990417779282010112";https://twitter.com/GLejano03/status/990417779282010112
;2018-04-29 10:18;0;0;"kahit san ka tumingin makikita mo yung Mayon";;;;"990414941587828736";https://twitter.com/CharlesHBoss/status/990414941587828736
;2018-04-29 10:16;0;2;"Bulkang Mayon pic.twitter.com/XcyC5hUz8G";;;;"990414429169762304";https://twitter.com/banezbeatriz/status/990414429169762304
;2018-04-29 09:49;0;1;"nainlove ako sa Mayon :(";;;;"990407654886461441";https://twitter.com/skyeeei/status/990407654886461441
;2018-04-29 09:32;0;1;"ماحبيت سالفه أن بعد جم ساعه بروح المدرسه ...";;;;"990403493742759936";https://twitter.com/Mayon_39/status/990403493742759936
;2018-04-29 09:18;0;0;"母に「え、観る？私の分」って言われて飛びつきたかったけど、それより脚のむくみが酷いのでその解消を優先しました、マッサージ行ってきまーす";;;;"990399982787219457";https://twitter.com/mayon_nai_se/status/990399982787219457
;2018-04-29 09:18;0;1;"Lakas maka welcome ni Mayon";;;;"990399872875429888";https://twitter.com/lyngdong/status/990399872875429888
;2018-04-29 09:15;0;0;"sayang di kita dito yung mayon volcano :c";;;;"990399240378580993";https://twitter.com/hannah_chesca/status/990399240378580993
;2018-04-29 09:02;0;1;"natatanaw ko na yung mayon shet nasa naga na nga kame";;;;"990395974655721475";https://twitter.com/abrahamlanggam/status/990395974655721475
